Date,Location,Level,Type,Title/Description ,Comments,Travel restrictions,State of Emergency,School Closure ,Work Closure,Business closing,Gatherings,COVID/Antibody Testing,Safer at Home,Reopening,Relief/Funding/Grant,Masks,Other,Economics
3/30/2020,Rhode Island,State,Announcement,Gov announced several education initiatives ,"Rhode Island schools will continue distance learning through the month of April; All households that have a smart phone with a WiFi hotspot feature and have cell phone service from one of the four most common providers in the state (Verizon, AT&T, T-Mobile, and Sprint) will be able to activate the hot spot feature free of charge; All Rhode Island students are challenged to read every single day during the month of April – all thirty days; Special press conference will be held this week specifically for kids to have their voices heard and questions answered.",,,,,,,,,,,,,
3/31/2020,Rhode Island,State,Announcement,The Superior Court established the Business Recovery Plan,"Courts will use a non-liquidating receivership model to supervise and provide protections for Rhode Island businesses so they can remain operational, access new working capital, and pay debts.",,,,,,,,,,,,,
3/31/2020,Rhode Island,State,Announcement,"The Department of Environmental Management announced the temporary closure of Rhode Island state parks and beaches, along with their parking areas, beginning April 3 and until further notice.",,,,,,,,,,,,,,
3/31/2020,Rhode Island,State,Announcement,Gov announced three fully operational drive-through testing sites that allows the states to expand testing to additional populations,"Includes people who are older than 65, people with underlying medical conditions, and critical infrastructure workers – all of which still must be symptomatic and be referred by a medical provider.",,,,,,,,,,,,,
4/1/2020,Rhode Island,State,Announcement,Gov announced several state initiatives to provide relief for individuals and families,"RI Delivers – a connection to help those living in quarantine or isolation so they have the supportive services they need to safely remain at home and monitor their symptoms; bridge Loan Program – a partnership with the Local Initiative Support Corporation and the Rhode Island Hospitality Association providing additional funding to restaurants and small businesses (up to 10 employees); and, Family Court – parents who have join custody of their children and feels a modification to visitation is warranted, they may go to Family Court if a resolution between the parents can’t be reached.",,,,,,,,,,,,,
4/2/2020,Rhode Island,State,Ordered,"Gov expanded testing criteria to include all Rhode Islanders who have symptoms, while underscoring the critical need for people who are experiencing symptoms to practice social distancing and voluntarily self-isolate.",,,,,,,,,,,,,,
4/3/2020,Rhode Island,State,Announcement,"The Department of Environmental Management reminded Rhode Islanders that state parks, beaches and campgrounds are closed until at least May 1st.",,,,,,,,,,,,,,
4/3/2020,Rhode Island,State,Announcement,The Rhode Island Hospitality Association and Bank Newport is providing loans to restaurants or business with 1 to 10 employees need immediate cash while they await an SBA Emergency Injury Disaster Loan advance.,"For a partnership among Rhode Island Commerce, Local Initiative Support Corporation (LISC)",,,,,,,,,,,,,
4/3/2020,Rhode Island,State,Announcement,Gov announced several actions related to the state's ongoing response efforts,"Establishing surge sites to provide hospital-level care at the Rhode Island Convention Center, the former Citizens Bank in Cranston, and the former Lowe’s building at Quonset to treat more than 1,000 people; Encouraging Rhode Islanders to consider wearing cloth face covers when in public; Continuing the suspension of childcare licenses through the month of April; Establishing a $5 million Behavioral Health Fund at the Rhode Island Foundation to assist nonprofit organizations working to address Rhode Islanders’ behavioral health needs; and, Expanding testing to all Rhode Islanders displaying COVID-19 symptoms.",,,,,,,,,,,,,
4/6/2020,Rhode Island,State,Authorization,Gov reached an agreement with the Secretary of State allowing business transactions that require a notary public to utilize the Remote Online Notarization on a temporary basis.,,,,,,,,,,,,,,
4/7/2020,Rhode Island,State,Announcement,"Gov announced the donation of 208,000 face masks from Rhode Island’s Chinese-American Community to support local response efforts.",,,,,,,,,,,,,,
4/7/2020,Rhode Island,State,Announcement,Gov announced plans to extend the following executive orders until May 8,"All gatherings of more than five people are prohibited; Restaurants, bars and cafes will be closed to dine-in services; Public recreation and entertainment businesses and all close-contact businesses will remain closed; Anyone returning to the state from domestic or international travel by any mode of transportation must self-quarantine for 14 days; All open meetings must take place by phone or video conferencing; Health insurers must cover telemedicine for primary care, specialty care and behavioral health; and, Extending the time period that law enforcement has to complete a background check for a gun permit from seven to 30 days.",,,,,,,,,,,,,
4/7/2020,Rhode Island,State,Signed,"Gov signed an executive order ensuring that hospitals provide data to the state regarding supplies, patients being treated for COVID-19, and testing.",,,,,,,,,,,,,,
4/8/2020,Rhode Island,State,Announcement,Gov announced several updates to the state’s ongoing response efforts,Extending the closure for all non-essential businesses – including residential and commercial evictions – through May 17; Partnering with SalesForce to create a secure database that will allow RIDOH and the National Guard to conduct contact tracing more efficiently and effectively; Providing free fabric to all Rhode Island residents to make their own fabric face coverings.,,,,,,,,,,,,,
4/9/2020,Rhode Island,State,Signed,"Gov signed an executive order, clarifying Rhode Island’s requirements around quarantine and isolation","Anyone diagnosed with COVID-19 must self-isolate; People in isolation must self-isolate for at least seven days; People in quarantine must distance themselves from others, including at home; and, Anyone who has been in close contact with an individual who has been diagnosed with COVID-19 must self-quarantine for 14 days.",,,,,,,,,,,,,
4/10/2020,Rhode Island,State,Announcement,Gov announced several updates related to the state’s ongoing response efforts,"Allowing the Department of Labor and Training to have access to the records of every person that has applied for unemployment insurance, speeding up their ability to process claims; and, Limiting capacity on all Public Transit Authority busses to no more than 15 passengers.",,,,,,,,,,,,,
4/13/2020,Rhode Island,State,Announcement,Gov announced that Goldman Sachs committed $10 million for loans for small businesses in Rhode Island through a partnership with Rhode Island Commerce Corporation and with Community Reinvestment Fund.,,,,,,,,,,,,,,
4/14/2020,Rhode Island,State,Signed,Gov signed an executive order clarifying the state’s directive around face coverings,"Beginning 4/18: All employees of customer-facing businesses, office-based businesses, manufacturers and non-profits, must wear cloth face coverings while at work; All customer-facing businesses must take steps to remind customers to wear face coverings; and, Face coverings can include scarves, bandanas, and other homemade and non-factory-made masks.",,,,,,,,,,,,,
4/14/2020,Rhode Island,State,Announcement,"Gov announced that HealthSourceRI, the state-based health insurance exchange, is extending their special open enrollment period through April 30.",,,,,,,,,,,,,,
4/14/2020,Rhode Island,State,Issued,Rhode Island Commerce in partnership with the RI Department of Business Regulations issued guidelines for businesses to keep workers safe.,,,,,,,,,,,,,,
4/15/2020,Rhode Island,State,Announcement,"Gov unveiled a data dashboard that provides key metrics and county-specific testing and case rates, among other things",,,,,,,,,,,,,,
4/15/2020,Rhode Island,State,Announcement,"Gov launched RI Havens, a website that connects those in need of a safe space to quarantine with hotel rooms across the state offered at significantly discounted rates",,,,,,,,,,,,,,
4/16/2020,Rhode Island,State,Announcement,Gov unveiled the state’s modeling projection for coronavirus hospitalizations through mid-May,,,,,,,,,,,,,,
4/16/2020,Rhode Island,State,Announcement,"Gov relaunched a state job-seeking platform to health connect Rhode Islanders with nearly 2,000 open jobs",,,,,,,,,,,,,,
4/16/2020,Rhode Island,State,Announcement,Gov announced that the Oak Hill Center in Pawtucket established a COVID-19 Specialty Nursing Home that will be a central facility to accept patients discharged from the hospital who are still COVID-19 positive but no longer require acute-level care,,,,,,,,,,,,,,
4/17/2020,Rhode Island,State,Announcement,"Gov announced that Beacon Mutual Insurance Company, which insures 12,000 Rhode Island businesses, is allowing frontline healthcare workers to file for workers’ compensation under presumption that they contracted COVID-19 while doing their jobs – and will expedite those claims",,,,,,,,,,,,,,
4/17/2020,Rhode Island,State,Announcement,"Gov announced the state is implementing a cyclical testing program for all nursing homes to be tested every 7 – 10 days, which involves delivering swabs to nursing homes and picking up samples the next day",,,,,,,,,,,,,,
4/20/2020,Rhode Island,State,Announcement,Gov announced the state was granted the authority to issue Pandemic-EBT benefits (P-EBT) to Supplemental Nutrition Assistance Program (SNAP) and non-SNAP households with one or more children who have temporarily lost access to free or reduced-price meals at schools due to closures,,,,,,,,,,,,,,
4/20/2020,Rhode Island,State,Announcement,Gov outlined the vision for safely reopening the state’s economy,"6 indicitators: Has the rate of spread continued to decrease? Does the state have the capacity to quickly identify community spread on an ongoing basis before a major outbreak occurs? Does the state have necessary supports in place for vulnerable populations and for anyone in quarantine? Does Rhode Island’s healthcare system have the capacity and the PPE to handle future surges? Do businesses, schools, childcare facilities, faith leaders and recreational spaces have plans for long-term social distancing? Is the state prepared to reimpose measures or reclose certain sectors of the economy if necessary?",,,,,,,,,,,,,
